State Code,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
IA,No,Extended,Doctor,Medical Leave,M,Suburban,Married,0,8,Personal Auto,Personal L1,Hail,Agent,Sports Car,Medsize
KS,No,Extended,Master,Unemployed,M,Urban,Married,0,1,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Medsize
NE,Yes,Basic,College,Medical Leave,F,Suburban,Married,0,1,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,F,Rural,Married,0,7,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,College,Disabled,M,Suburban,Married,0,2,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
KS,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,0,2,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
OK,Yes,Basic,Bachelor,Employed,F,Rural,Single,0,1,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,0,3,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
IA,No,Extended,College,Employed,F,Urban,Married,0,4,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,F,Suburban,Single,2,3,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Small
IA,No,Extended,Bachelor,Employed,M,Rural,Married,1,4,Corporate Auto,Corporate L1,Collision,Agent,Four-Door Car,Medsize
MO,No,Premium,Bachelor,Employed,F,Suburban,Single,0,9,Personal Auto,Personal L1,Hail,Agent,Two-Door Car,Medsize
IA,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
KS,No,Basic,Doctor,Employed,M,Rural,Married,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Web,Two-Door Car,Medsize
OK,No,Extended,College,Unemployed,F,Suburban,Single,0,6,Corporate Auto,Corporate L2,Scratch/Dent,Agent,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Small
IA,No,Basic,Master,Employed,M,Rural,Divorced,0,5,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Large
KS,No,Basic,Master,Employed,M,Urban,Married,0,5,Personal Auto,Personal L2,Scratch/Dent,Branch,Four-Door Car,Medsize
IA,No,Basic,College,Employed,F,Suburban,Single,0,4,Personal Auto,Personal L2,Scratch/Dent,Branch,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,M,Suburban,Married,0,8,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,Bachelor,Unemployed,M,Suburban,Single,0,5,Personal Auto,Personal L1,Collision,Call Center,Two-Door Car,Large
IA,No,Basic,College,Unemployed,M,Suburban,Single,1,1,Personal Auto,Personal L2,Other,Branch,Four-Door Car,Large
IA,No,Basic,College,Employed,M,Rural,Single,0,1,Personal Auto,Personal L1,Collision,Call Center,Four-Door Car,Large
IA,No,Extended,College,Employed,M,Suburban,Married,0,7,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
KS,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,4,Personal Auto,Personal L1,Scratch/Dent,Web,Four-Door Car,Medsize
MO,No,Basic,Doctor,Employed,M,Suburban,Married,0,3,Personal Auto,Personal L2,Collision,Call Center,SUV,Medsize
IA,No,Basic,Master,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
NE,No,Basic,Bachelor,Unemployed,M,Suburban,Married,0,2,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Large
OK,No,Basic,Master,Employed,M,Suburban,Divorced,0,1,Personal Auto,Personal L1,Other,Branch,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Married,0,4,Corporate Auto,Corporate L3,Other,Web,SUV,Medsize
MO,No,Extended,College,Unemployed,M,Suburban,Single,3,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,F,Suburban,Married,4,4,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
NE,No,Basic,Bachelor,Employed,F,Suburban,Divorced,0,3,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,M,Suburban,Married,0,2,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
KS,No,Basic,College,Unemployed,F,Urban,Married,0,4,Personal Auto,Personal L3,Scratch/Dent,Call Center,SUV,Medsize
MO,No,Basic,Doctor,Employed,M,Urban,Divorced,2,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
MO,No,Basic,Bachelor,Employed,F,Suburban,Married,3,1,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Rural,Divorced,1,1,Personal Auto,Personal L3,Hail,Web,Luxury SUV,Medsize
OK,No,Extended,High School or Below,Employed,M,Rural,Married,0,2,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
KS,No,Basic,College,Unemployed,F,Rural,Single,0,2,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
IA,No,Basic,College,Employed,M,Rural,Married,0,3,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Large
OK,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,7,Corporate Auto,Corporate L2,Collision,Call Center,Four-Door Car,Small
MO,No,Basic,College,Medical Leave,M,Suburban,Divorced,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Branch,SUV,Medsize
NE,No,Basic,College,Employed,F,Urban,Married,0,1,Corporate Auto,Corporate L1,Scratch/Dent,Agent,Two-Door Car,Medsize
IA,No,Basic,Master,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Other,Agent,SUV,Large
MO,No,Basic,Bachelor,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
IA,No,Extended,Bachelor,Employed,F,Urban,Married,0,2,Corporate Auto,Corporate L1,Scratch/Dent,Web,Sports Car,Medsize
IA,No,Basic,Doctor,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Medsize
IA,No,Basic,College,Unemployed,M,Suburban,Married,0,1,Personal Auto,Personal L1,Scratch/Dent,Call Center,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Rural,Single,1,3,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,F,Suburban,Single,3,1,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,0,2,Personal Auto,Personal L1,Scratch/Dent,Call Center,SUV,Medsize
IA,No,Basic,Bachelor,Employed,F,Urban,Married,0,2,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Unemployed,F,Suburban,Married,0,2,Special Auto,Special L2,Collision,Agent,Four-Door Car,Small
MO,No,Basic,Bachelor,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
MO,No,Premium,Bachelor,Employed,M,Rural,Divorced,0,2,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
KS,No,Basic,High School or Below,Employed,M,Suburban,Married,0,3,Personal Auto,Personal L3,Other,Agent,SUV,Medsize
NE,No,Premium,College,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Basic,College,Unemployed,F,Suburban,Married,2,2,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,M,Rural,Married,0,5,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Large
MO,Yes,Extended,College,Employed,M,Suburban,Single,0,2,Corporate Auto,Corporate L2,Hail,Branch,Four-Door Car,Medsize
IA,No,Extended,College,Employed,M,Suburban,Divorced,1,2,Personal Auto,Personal L3,Hail,Call Center,SUV,Medsize
MO,No,Basic,College,Employed,M,Urban,Married,0,9,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Employed,M,Rural,Married,0,5,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,2,Personal Auto,Personal L2,Collision,Call Center,Four-Door Car,Small
OK,Yes,Basic,College,Employed,F,Rural,Married,0,1,Personal Auto,Personal L1,Hail,Branch,SUV,Large
NE,No,Basic,Bachelor,Employed,F,Urban,Married,2,8,Personal Auto,Personal L3,Other,Web,Two-Door Car,Medsize
NE,Yes,Basic,Bachelor,Retired,M,Suburban,Married,0,2,Personal Auto,Personal L1,Collision,Agent,SUV,Medsize
IA,No,Basic,High School or Below,Employed,F,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Branch,SUV,Large
IA,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,5,Special Auto,Special L2,Hail,Agent,Sports Car,Medsize
MO,No,Basic,College,Employed,M,Urban,Divorced,1,2,Personal Auto,Personal L2,Collision,Web,Four-Door Car,Medsize
IA,No,Premium,College,Employed,M,Rural,Married,1,1,Personal Auto,Personal L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,M,Urban,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
IA,No,Basic,College,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Employed,F,Rural,Married,0,9,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Large
OK,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,7,Special Auto,Special L2,Hail,Branch,Four-Door Car,Medsize
MO,No,Extended,College,Employed,M,Suburban,Single,1,2,Personal Auto,Personal L1,Collision,Call Center,Four-Door Car,Medsize
IA,No,Extended,Master,Employed,M,Urban,Single,0,7,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Large
NE,No,Extended,High School or Below,Employed,M,Rural,Married,0,7,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
IA,No,Extended,College,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Small
OK,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,3,1,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Married,0,7,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Suburban,Single,0,1,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Medsize
IA,No,Extended,Bachelor,Medical Leave,F,Urban,Married,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,Two-Door Car,Large
IA,No,Basic,College,Employed,F,Rural,Married,0,5,Corporate Auto,Corporate L3,Hail,Web,Luxury SUV,Small
MO,No,Extended,College,Employed,M,Suburban,Married,0,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Extended,College,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
KS,No,Basic,Bachelor,Employed,M,Urban,Single,0,1,Personal Auto,Personal L2,Other,Branch,Two-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,M,Suburban,Divorced,1,1,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Large
MO,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,3,5,Personal Auto,Personal L3,Collision,Web,Two-Door Car,Medsize
MO,No,Basic,Bachelor,Unemployed,F,Suburban,Married,0,1,Personal Auto,Personal L1,Other,Call Center,Four-Door Car,Large
MO,No,Extended,Bachelor,Unemployed,F,Suburban,Single,0,2,Corporate Auto,Corporate L3,Collision,Agent,SUV,Medsize
IA,No,Extended,High School or Below,Employed,M,Urban,Married,0,4,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
KS,Yes,Basic,High School or Below,Employed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
MO,Yes,Basic,College,Medical Leave,F,Suburban,Married,0,1,Corporate Auto,Corporate L2,Hail,Call Center,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Employed,F,Suburban,Married,0,5,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Large
IA,No,Basic,College,Employed,F,Urban,Married,0,8,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Large
MO,No,Basic,Bachelor,Unemployed,M,Suburban,Married,0,1,Personal Auto,Personal L3,Hail,Web,Luxury SUV,Medsize
MO,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,0,2,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Rural,Single,0,7,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,F,Urban,Divorced,0,1,Personal Auto,Personal L3,Collision,Branch,SUV,Small
MO,No,Basic,High School or Below,Employed,M,Rural,Married,0,9,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,F,Suburban,Married,1,2,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Large
OK,No,Extended,Master,Unemployed,M,Suburban,Married,0,2,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Suburban,Single,5,2,Special Auto,Special L2,Collision,Agent,Four-Door Car,Large
MO,No,Extended,High School or Below,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Small
NE,No,Extended,College,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L3,Other,Web,Four-Door Car,Medsize
NE,No,Basic,High School or Below,Employed,M,Suburban,Married,0,3,Special Auto,Special L3,Collision,Agent,SUV,Medsize
KS,No,Basic,College,Employed,F,Suburban,Married,3,1,Corporate Auto,Corporate L3,Hail,Call Center,SUV,Medsize
KS,No,Basic,High School or Below,Employed,F,Suburban,Divorced,0,1,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Medsize
NE,No,Basic,College,Employed,M,Rural,Single,1,3,Personal Auto,Personal L2,Scratch/Dent,Branch,Luxury Car,Medsize
MO,Yes,Basic,Bachelor,Unemployed,F,Suburban,Single,3,5,Corporate Auto,Corporate L3,Collision,Web,Two-Door Car,Medsize
MO,No,Basic,College,Employed,F,Suburban,Married,1,4,Corporate Auto,Corporate L3,Scratch/Dent,Branch,Four-Door Car,Small
OK,No,Extended,College,Unemployed,F,Rural,Married,1,2,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Married,0,2,Personal Auto,Personal L1,Other,Agent,Two-Door Car,Medsize
MO,No,Basic,College,Employed,M,Rural,Divorced,3,1,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
MO,No,Extended,College,Disabled,M,Suburban,Married,0,2,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
MO,No,Basic,Master,Unemployed,M,Suburban,Married,3,1,Personal Auto,Personal L3,Other,Call Center,Two-Door Car,Small
NE,No,Extended,Doctor,Employed,M,Suburban,Single,0,2,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Large
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,2,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
MO,No,Premium,College,Employed,M,Rural,Single,0,1,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
OK,No,Basic,Bachelor,Employed,M,Suburban,Married,0,9,Personal Auto,Personal L2,Collision,Web,Four-Door Car,Medsize
NE,No,Extended,High School or Below,Employed,F,Urban,Married,0,9,Corporate Auto,Corporate L3,Other,Call Center,Four-Door Car,Medsize
NE,No,Extended,College,Disabled,M,Suburban,Single,0,5,Personal Auto,Personal L3,Hail,Agent,SUV,Large
IA,No,Extended,College,Unemployed,M,Suburban,Married,0,7,Corporate Auto,Corporate L3,Collision,Agent,SUV,Small
OK,No,Extended,College,Unemployed,M,Suburban,Married,3,6,Personal Auto,Personal L3,Collision,Branch,SUV,Small
MO,No,Extended,High School or Below,Employed,M,Urban,Divorced,0,1,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
IA,No,Extended,High School or Below,Unemployed,M,Suburban,Single,1,1,Special Auto,Special L3,Collision,Branch,Four-Door Car,Medsize
KS,Yes,Extended,College,Employed,F,Suburban,Married,1,2,Personal Auto,Personal L1,Collision,Branch,Luxury Car,Small
IA,Yes,Basic,Master,Employed,M,Suburban,Married,1,3,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
NE,No,Extended,High School or Below,Employed,M,Rural,Married,0,9,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
NE,No,Premium,High School or Below,Unemployed,F,Suburban,Married,1,1,Personal Auto,Personal L3,Scratch/Dent,Branch,Two-Door Car,Large
MO,No,Basic,High School or Below,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
MO,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,1,6,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Married,0,2,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Small
IA,No,Basic,Bachelor,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Collision,Call Center,SUV,Large
MO,No,Basic,Master,Employed,F,Urban,Married,0,3,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
OK,Yes,Basic,High School or Below,Retired,F,Suburban,Single,0,1,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
NE,No,Basic,High School or Below,Employed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Scratch/Dent,Call Center,Two-Door Car,Large
IA,No,Basic,Bachelor,Employed,M,Suburban,Divorced,0,1,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
IA,No,Basic,College,Employed,M,Urban,Single,0,1,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
NE,No,Basic,Master,Employed,F,Urban,Married,0,9,Personal Auto,Personal L1,Hail,Call Center,Four-Door Car,Medsize
MO,No,Basic,College,Employed,F,Suburban,Divorced,1,1,Corporate Auto,Corporate L2,Collision,Agent,SUV,Small
MO,No,Basic,Bachelor,Unemployed,M,Suburban,Married,0,3,Corporate Auto,Corporate L2,Hail,Web,Four-Door Car,Medsize
KS,No,Basic,College,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L2,Scratch/Dent,Branch,Two-Door Car,Medsize
MO,No,Basic,Bachelor,Employed,M,Rural,Single,0,3,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Medsize
KS,No,Basic,Bachelor,Retired,F,Suburban,Single,0,2,Special Auto,Special L2,Collision,Agent,Four-Door Car,Small
OK,No,Extended,High School or Below,Unemployed,M,Suburban,Single,0,1,Personal Auto,Personal L3,Collision,Call Center,SUV,Medsize
MO,No,Basic,Bachelor,Employed,F,Urban,Married,0,3,Corporate Auto,Corporate L2,Scratch/Dent,Agent,Four-Door Car,Medsize
IA,No,Basic,Bachelor,Employed,M,Suburban,Married,0,3,Personal Auto,Personal L1,Scratch/Dent,Agent,Luxury SUV,Small
NE,No,Basic,Bachelor,Employed,F,Suburban,Married,0,6,Personal Auto,Personal L3,Scratch/Dent,Branch,Two-Door Car,Medsize
IA,No,Basic,College,Employed,F,Urban,Married,0,8,Personal Auto,Personal L1,Scratch/Dent,Call Center,Two-Door Car,Medsize
MO,No,Extended,Master,Employed,M,Rural,Married,0,3,Personal Auto,Personal L1,Scratch/Dent,Web,Four-Door Car,Medsize
IA,Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,0,2,Special Auto,Special L2,Collision,Agent,Four-Door Car,Medsize
IA,No,Extended,High School or Below,Disabled,M,Suburban,Married,0,3,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Small
IA,No,Basic,High School or Below,Employed,F,Suburban,Single,2,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
OK,No,Basic,Bachelor,Employed,F,Suburban,Married,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
KS,No,Basic,Bachelor,Employed,M,Rural,Married,0,1,Personal Auto,Personal L3,Other,Agent,Two-Door Car,Medsize
MO,No,Basic,College,Unemployed,M,Rural,Divorced,0,1,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
KS,No,Basic,Master,Employed,F,Rural,Married,2,5,Personal Auto,Personal L1,Collision,Call Center,Two-Door Car,Small
MO,No,Extended,Bachelor,Employed,F,Suburban,Married,0,2,Special Auto,Special L2,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Extended,College,Employed,F,Rural,Married,0,4,Personal Auto,Personal L1,Hail,Web,Four-Door Car,Medsize
KS,Yes,Basic,College,Retired,M,Suburban,Single,0,5,Special Auto,Special L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Basic,College,Employed,M,Suburban,Married,0,1,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Employed,F,Suburban,Married,1,1,Corporate Auto,Corporate L2,Hail,Web,Four-Door Car,Medsize
MO,No,Basic,High School or Below,Unemployed,F,Suburban,Single,0,4,Personal Auto,Personal L3,Collision,Agent,SUV,Large
MO,No,Basic,College,Employed,F,Urban,Married,0,1,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
IA,No,Basic,High School or Below,Disabled,F,Suburban,Divorced,0,1,Personal Auto,Personal L2,Collision,Agent,SUV,Medsize
NE,No,Basic,Bachelor,Employed,M,Urban,Married,0,3,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
MO,No,Extended,High School or Below,Unemployed,F,Suburban,Married,0,6,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
NE,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,0,2,Corporate Auto,Corporate L2,Collision,Branch,Two-Door Car,Medsize
IA,No,Extended,Doctor,Medical Leave,M,Urban,Married,0,1,Corporate Auto,Corporate L2,Hail,Agent,Four-Door Car,Medsize
